Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hyperthyroidism,11,24,52,34,30,10,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,8,13,7,0,18,11,8,4,3,3,1
Hyperthyroidism,11,24,52,34,30,7,9,13,7,0,18,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,1,6,4,16,6,5,8,4,3,3,1
Hypoglycemia,11,2,45,18,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,2,45,18,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,45,18,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,18,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,24,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,1,8,4,15,6,9,11,8,4,3,3,1
Hypoglycemia,28,15,2,40,12,20,8,4,15,6,9,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,19,21,25,41,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,21,25,41,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,25,41,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,41,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,25,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,32,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Osteoarthristis,15,26,27,20,31,22,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,25,40,32,31,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,40,32,31,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,32,31,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,31,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,38,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
Arthritis,18,36,46,28,25,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,12,25,43,26,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,25,43,26,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,43,26,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,26,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,34,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,32,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29,26,21,22,21,18,11,8,4,3,3,1
(vertigo) Paroymsal  Positional Vertigo,28,17,33,26,34,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,22,3,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,3,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,35,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,3,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,31,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Acne,24,3,40,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,2,16,13,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,16,13,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,13,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,22,7,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,13,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,2,16,13,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Urinary tract infection,4,4,13,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,15,34,41,37,15,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,34,41,37,15,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,41,37,15,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,37,15,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,15,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,32,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Psoriasis,24,20,42,36,27,15,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,13,5,38,47,38,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,5,38,47,38,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,5,38,47,38,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,38,47,38,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,47,38,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,38,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,18,4,33,35,32,26,21,22,21,18,11,8,4,3,3,1
Impetigo,24,5,38,47,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,24,27,18,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,27,18,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,18,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,24,27,18,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,27,18,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,18,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Fungal infection,33,35,35,11,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,23,9,50,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,9,50,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,50,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,23,9,50,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,9,50,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,50,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Allergy,8,33,11,45,38,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,3,26,21,22,21,18,11,8,4,3,3,1
GERD,26,41,49,8,3,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,49,8,3,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,8,3,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,3,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,44,4,32,26,21,22,21,18,11,8,4,3,3,1
GERD,0,41,49,8,3,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,41,49,8,3,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,49,8,3,32,26,21,22,21,18,11,8,4,3,3,1
GERD,26,1,48,8,3,32,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,28,47,33,25,0,30,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,47,33,25,0,30,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,33,25,0,30,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,25,0,30,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,0,30,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,30,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,26,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Chronic cholestasis,33,42,53,29,21,0,25,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,28,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,37,9,39,38,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,9,39,38,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,39,38,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,38,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,24,37,9,39,38,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,37,9,39,38,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,9,39,38,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,39,38,32,26,21,22,21,18,11,8,4,3,3,1
Drug Reaction,33,35,44,5,38,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,23,0,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,0,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,14,23,0,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,23,0,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,0,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,32,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,16,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,32,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
Peptic ulcer diseae,28,19,29,0,26,16,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,21,18,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,18,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,15,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,21,18,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,18,20,50,38,32,26,21,22,21,18,11,8,4,3,3,1
AIDS,17,30,24,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,6,6,11,18,11,8,4,3,3,1
Diabetes ,31,32,28,21,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,32,28,21,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,28,21,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,21,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,1,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,21,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,8,7,14,21,18,11,8,4,3,3,1
Diabetes ,11,46,39,24,17,1,18,7,14,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,27,13,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,13,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,16,10,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,27,13,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,13,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Gastroenteritis,28,38,17,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,9,18,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,18,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,11,24,4,10,19,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,9,18,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Bronchial Asthma,11,18,7,16,23,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,5,14,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,14,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,19,26,19,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,5,14,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,14,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Hypertension ,12,8,30,23,38,32,26,21,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,20,21,18,11,8,4,3,3,1
Migraine,14,17,6,14,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,17,6,14,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,6,14,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,14,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,29,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,6,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,12,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,18,22,21,18,11,8,4,3,3,1
Migraine,0,19,23,3,9,25,5,8,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,29,26,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,26,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,43,34,13,22,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,29,26,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Cervical spondylosis,1,26,19,26,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),12,44,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,44,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,51,1,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),12,44,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,44,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Paralysis (brain hemorrhage),28,17,1,50,38,32,26,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,0,22,21,18,11,8,4,3,3,1
Jaundice,28,15,52,19,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,15,52,19,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,52,19,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,19,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,37,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,5,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,0,21,22,21,18,11,8,4,3,3,1
Jaundice,33,42,21,46,13,31,4,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,6,12,22,21,18,11,8,4,3,3,1
Malaria,28,18,45,18,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,18,45,18,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,45,18,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,18,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,24,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,7,16,21,22,21,18,11,8,4,3,3,1
Malaria,6,42,24,40,12,20,16,21,22,21,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,16,7,12,11,8,4,3,3,1
Chicken pox,24,15,28,19,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,15,28,19,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,28,19,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,19,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,12,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,17,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,15,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,17,9,13,18,11,8,4,3,3,1
Chicken pox,33,35,21,24,13,12,13,11,9,13,18,11,8,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,4,5,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,5,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,4,3,3,1
Dengue,24,9,26,44,11,13,11,14,8,10,2,3,3,3,3,3,1
Dengue,6,20,49,17,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,20,49,17,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,9,49,17,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,9,26,17,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,9,26,44,13,12,17,9,12,2,7,4,5,4,3,3,1
Dengue,24,9,26,44,11,12,17,9,12,2,7,4,5,4,3,3,1
Typhoid,6,42,21,19,24,4,0,3,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,4,0,3,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,0,3,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,3,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,19,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,3,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,18,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
Typhoid,6,42,21,19,12,20,3,0,3,19,3,11,8,4,3,3,1
Typhoid,6,15,24,18,24,4,0,3,19,3,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,3,10,20,8,11,8,4,3,3,1
hepatitis A,28,47,15,29,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,47,15,29,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,15,29,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,29,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,21,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,0,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,6,11,21,9,18,11,8,4,3,3,1
hepatitis A,15,42,53,9,24,17,0,11,21,9,18,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,19,21,7,10,6,8,4,3,3,1
Hepatitis B,11,22,53,9,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,22,53,9,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,53,9,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,9,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,49,21,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,0,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,24,20,9,12,11,11,8,4,3,3,1
Hepatitis B,33,15,28,49,5,17,0,20,9,12,11,11,8,4,3,3,1
Hepatitis C,11,47,33,25,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,32,25,29,48,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,25,29,48,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,29,48,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,48,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,10,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,36,32,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis C,11,47,33,25,36,9,26,21,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,21,21,18,11,8,4,3,3,1
Hepatitis D,28,15,53,9,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,15,53,9,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,53,9,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,9,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,24,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,17,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,0,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,20,22,21,18,11,8,4,3,3,1
Hepatitis D,15,42,21,49,5,20,13,0,22,21,18,11,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,4,9,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Hepatitis E,15,42,21,19,37,5,17,9,0,20,1,1,7,4,3,3,1
Hepatitis E,28,15,24,49,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,15,24,49,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,24,49,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,21,49,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,21,19,5,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,21,19,37,20,13,0,21,1,4,9,8,4,3,3,1
Hepatitis E,15,42,21,19,37,5,13,0,21,1,4,9,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,7,14,10,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,32,0,47,12,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,0,47,12,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,47,12,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,12,14,11,26,21,22,21,18,11,8,4,3,3,1
Alcoholic hepatitis,28,47,0,42,14,11,26,21,22,21,18,11,8,4,3,3,1
